prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,entropy_mean,entropy_std,ppl_mean,ppl_std,t1a_mean,t1a_std,sc_mean,ctr_mean,ctr_std,strategy_code,length_code,specificity_code,vocab_code,syntax_code
245,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.2479557404581225,0.0126160790614985,19.001098445046257,0.1662270742899832,0.0,0.0,0.9614851053935276,0.8736030114491413,0.0064527532386583,2,2,2,2,1
246,circular_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.393637628058475,0.0,21.0192258233161,0.0,0.0,0.0,1.0000000000000002,0.930635838150289,0.0,0,0,0,0,0
247,circular_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.2707951676826825,0.0149459135433737,19.30460304756171,0.201534743183313,0.0,0.0,0.9470924381656476,0.9371844399142668,0.0003050530457431,0,1,1,1,1
248,circular_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.303592546177226,0.0,19.747423747251503,0.0,0.0,0.0,1.0000000000000002,0.9263803680981596,1.1102230246251563e-16,1,1,2,2,0
249,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.274478974994357,0.0137162653925314,19.35378559524081,0.1827415493717468,0.0,0.0,0.9706666377089463,0.9530284128617884,0.0003845718037415,2,2,2,2,0
250,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.332853522181928,0.0295048006895964,20.15623571975805,0.4103664072930109,0.0,0.0,0.941748130626724,0.9452371581211734,0.0004007114660427,2,2,2,2,1
251,digitsum,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.576172025506597,0.0368604615039465,23.862023814335835,0.6127248234733954,0.0,0.0,0.8807617040998561,0.8464809384164222,0.0068240916587801,0,0,0,0,0
252,digitsum,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.396916264097277,0.0636397492317839,21.087670876196263,0.9379850543163292,0.0,0.0,0.9448458062478432,0.9334513274336282,0.0001445126691907,0,1,1,1,1
253,digitsum,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.426914485339419,0.0155599564611801,21.51094272587593,0.2338805211315801,0.0,0.0,0.9796644878029748,0.8451207729468599,0.0013526570048309,1,1,2,2,0
254,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.4990700248404165,0.0,22.612835846475488,0.0,0.0,0.0,0.9999999999999998,0.9033816425120772,1.1102230246251563e-16,2,2,2,2,0
255,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.448736851298706,0.0270266892942853,21.841338166711743,0.407555992317583,0.0,0.0,0.9238517554238314,0.9065375609138664,0.0156984786586826,2,2,2,2,1
256,fruit_distribution,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.278169041360773,0.0056686598287231,19.40262822594301,0.076297935273677,0.0,0.0,0.9998377298905886,0.9281297935103244,0.0016799420820585,0,0,0,0,0
257,fruit_distribution,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.308686810968215,0.0197932407497373,19.8191452416736,0.2726565629453227,0.0,0.0,0.9774303712002012,0.938407257410256,0.0044399326174619,0,1,1,1,1
258,fruit_distribution,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.543597202724847,0.0,23.321637802139037,0.0,0.0,0.0,1.0000000000000002,0.8571428571428571,0.0,1,1,2,2,0
259,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.2058327653013805,0.0125060182211509,18.454326508334777,0.160913173058762,0.0,0.0,0.994414124398754,0.941807673143996,0.000207274539113,2,2,2,2,0
260,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.298344105970309,0.0112209282538957,19.67631034680022,0.1533924366793753,0.0,0.0,0.9892736229499276,0.941962441190347,0.0003266433097018,2,2,2,2,1
261,pluck,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.173852045499158,0.0002927929070327,18.04906346808705,0.0036635893266307,0.0,0.0,0.9983259476132784,0.9400597014925371,0.0001194029850746,0,0,0,0,0
262,pluck,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.211029839962871,0.0031157086415165,18.520269700158245,0.0399688999606168,0.0,0.0,0.9992243299935908,0.9426299169623018,0.0001241408391726,0,1,1,1,1
263,pluck,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.289261934330885,0.0808533838577028,19.58211954428024,1.0520661318606168,0.0,0.0,0.959279718806069,0.910526292961195,0.0085084994637649,1,1,2,2,0
264,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.227894399067762,0.0,18.737991284770978,0.0,0.0,0.0,1.0000000000000004,0.9424778761061948,0.0,2,2,2,2,0
265,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.108510918186352,0.0024775352392702,17.24986356444062,0.0296334888892151,0.0,0.0,0.9978620533847758,0.9456066945606696,0.0,2,2,2,2,1
266,search,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.357895132658259,0.0079373462767428,20.50518574605034,0.1123490307826713,0.0,0.0,0.993230198416944,0.9399868247694334,0.0040843214756258,0,0,0,0,0
267,search,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.371885404354643,0.0448869468243615,20.714794133734703,0.6526890717703484,0.0,0.0,0.7659778437466459,0.9439772124720583,0.0268608453969982,0,1,1,1,1
268,search,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.2889163625592746,0.0110801149272578,19.54813508887356,0.1509977431861799,0.0,0.0,0.9947532245141788,0.891057040287196,0.0022975668129238,1,1,2,2,0
269,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.45691669138443,0.0160931190164919,21.963041474011614,0.242947248945056,0.0,0.0,0.9869861834934288,0.9448660197631978,0.0003703373987358,2,2,2,2,0
270,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.262935296219711,0.0156305236424049,19.199801764746567,0.2063263595702849,0.0,0.0,0.9943009030248696,0.9459678119411796,0.000180558690255,2,2,2,2,1
271,strange_sort_list,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.345580435596378,0.0056607316662066,20.330749822457165,0.0795374737776455,0.0,0.0,0.9958987569009932,0.9182337266844308,0.001370384468976,0,0,0,0,0
272,strange_sort_list,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.303066908581831,0.0013258843590035,19.740238531168995,0.0181305286050039,0.0,0.0,0.9914436745960762,0.9427530429212044,0.0018414460209153,0,1,1,1,1
273,strange_sort_list,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.4157754808653005,0.0,21.344248761806192,0.0,0.0,0.0,1.0000000000000004,0.9269662921348316,0.0,1,1,2,2,0
274,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.230642337708902,0.0389844278809203,18.780554038458384,0.5055353511247861,0.0,0.0,0.8360274441069825,0.960454020777222,0.0003392906146217,2,2,2,2,0
275,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.284933906850831,0.0066602067476741,19.49387889738249,0.0900077495632841,0.0,0.0,0.9916825347053126,0.9431816440664982,9.959396307359648e-05,2,2,2,2,1
276,triangle_area_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.39380547581385,0.0,21.021671409537216,0.0,0.0,0.0,0.9999999999999998,0.9385245901639344,0.0,0,0,0,0,0
277,triangle_area_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.42625694485244,0.0026437502643595,21.49991970826869,0.0393926558646732,0.0,0.0,0.9922108247996492,0.938223938223938,1.1102230246251563e-16,0,1,1,1,1
278,triangle_area_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.314099812694487,0.0052805696618325,19.891903867955737,0.0726087554829661,0.0,0.0,0.992610237811802,0.9174129353233832,0.0014925373134328,1,1,2,2,0
279,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.260237417430247,0.0,19.16281254694464,0.0,0.0,0.0,1.0000000000000002,0.9444444444444444,0.0,2,2,2,2,0
280,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.336877617000447,0.0248846651326192,20.211352922020968,0.3529118288644318,0.0,0.0,0.9231011771395212,0.9368856079319804,0.0037146232110781,2,2,2,2,1
281,will_it_fly,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.4005503059511,0.0002925901238203,21.12018161607765,0.0042831648269393,0.0,0.0,0.9983796034498958,0.9575471698113208,0.0,0,0,0,0,0
282,will_it_fly,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.435587571519191,0.0,21.63938468285688,0.0,0.0,0.0,0.9999999999999996,0.9411764705882352,0.0,0,1,1,1,1
283,will_it_fly,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.591352519365987,0.0,24.106537125972856,0.0,0.0,0.0,1.0000000000000004,0.8965517241379309,1.1102230246251563e-16,1,1,2,2,0
284,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.582072509632592,0.0194001371792228,23.95412274797307,0.3188808723503943,0.0,0.0,0.9952142324007164,0.9411229946524065,0.0001069518716577,2,2,2,2,0
285,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.5347502795924495,0.0095958040490496,23.179574708897142,0.1541706991786817,0.0,0.0,0.7198528343501652,0.9368581360750208,0.0080799630511817,2,2,2,2,1
286,smallest_change,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.494680284367105,0.0210728650893397,22.54655815249493,0.3329388208467492,0.0,0.0,0.9968185532275576,0.9150850632121118,0.0046667707195255,0,0,0,0,0
287,smallest_change,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.221734862466787,0.0,18.65816061718339,0.0,0.0,0.0,1.0,0.947136563876652,1.1102230246251563e-16,0,1,1,1,1
288,smallest_change,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.503301630081307,0.0,22.67925949290477,0.0,0.0,0.0,0.9999999999999998,0.9166666666666666,0.0,1,1,2,2,0
289,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.306242806248332,0.0295702447360251,19.787868898411705,0.40257565228201,0.0,0.0,0.921978224008506,0.94577106993425,0.0003287507471607,2,2,2,2,0
290,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.335281272099396,0.0039209598330958,20.18604827441301,0.0549147247565871,0.0,0.0,0.9893004038682424,0.94186030428769,9.681881051175624e-05,2,2,2,2,1
291,total_match,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.430155144569156,0.0067214031448909,21.55828952937297,0.1005332308532574,0.0,0.0,0.8882683114853664,0.8414303959131546,0.0085090831422353,0,0,0,0,0
292,total_match,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.374691984486186,0.0,20.74500334160405,0.0,0.0,0.0,0.9999999999999992,0.8869565217391304,0.0,0,1,1,1,1
293,total_match,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.31329565099834,0.0,19.88068623331269,0.0,0.0,0.0,1.0,0.9047619047619048,0.0,1,1,2,2,0
294,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.401717351256526,0.0,21.13727292994659,0.0,0.0,0.0,0.9999999999999998,0.8811881188118813,1.1102230246251563e-16,2,2,2,2,0
295,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.345340296547727,0.0215239121862069,20.32948911330651,0.3066967147547771,0.0,0.0,0.9896367320748356,0.9203057025279248,0.0030099941211052,2,2,2,2,1
296,is_multiply_prime,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.173162194984973,0.0448385328479578,18.049185409527222,0.5643543747688955,0.0,0.0,0.966266218874471,0.9020854664008192,0.0020239716938446,0,0,0,0,0
297,is_multiply_prime,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.141037972868027,0.0,17.643170985126314,0.0,0.0,0.0,1.0000000000000002,0.9033613445378152,0.0,0,1,1,1,1
298,is_multiply_prime,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.229787718903859,0.0,18.762598217548742,0.0,0.0,0.0,1.0000000000000002,0.9125,0.0,1,1,2,2,0
299,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.304779089374134,0.0,19.76367167820991,0.0,0.0,0.0,1.0000000000000002,0.9210526315789472,1.1102230246251563e-16,2,2,2,2,0
300,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.375876874829016,0.0,20.76204828196555,0.0,0.0,0.0,1.0,0.9241071428571428,0.0,2,2,2,2,1
301,is_simple_power,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.391973022891543,0.0012919667627672,20.994995900056963,0.0187987490412822,0.0,0.0,0.9912365951265288,0.9101123595505618,0.0,0,0,0,0,0
302,is_simple_power,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.372176963189209,0.0064286634753906,20.709076179288125,0.0923353343787162,0.0,0.0,0.9872451668530268,0.933564711150918,0.00206844928741,0,1,1,1,1
303,is_simple_power,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.160107654039857,0.0,17.877928212070522,0.0,0.0,0.0,1.0000000000000002,0.902439024390244,1.1102230246251563e-16,1,1,2,2,0
304,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.102459665706704,0.0563576650187989,17.190493087407198,0.6519424174925041,0.0,0.0,0.972204820175746,0.9541272873323776,0.0002294625754323,2,2,2,2,0
305,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.330432808744432,0.0,20.118248564924617,0.0,0.0,0.0,1.0000000000000002,0.9336283185840708,0.0,2,2,2,2,1
306,iscube,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.470747942865026,0.0,22.173243884833653,0.0,0.0,0.0,1.0000000000000004,0.8878504672897197,1.1102230246251563e-16,0,0,0,0,0
307,iscube,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.442274827223417,0.0,21.739921520247503,0.0,0.0,0.0,0.9999999999999998,0.9367088607594936,0.0,0,1,1,1,1
308,iscube,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.364483900557944,0.0,20.59873590898101,0.0,0.0,0.0,1.0,0.8554216867469879,0.0,1,1,2,2,0
309,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.3843243657430016,0.0,20.883974045939077,0.0,0.0,0.0,0.9999999999999998,0.9383259911894272,0.0,2,2,2,2,0
310,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.434047057389773,0.0,21.616290414683377,0.0,0.0,0.0,1.0,0.9175257731958762,0.0,2,2,2,2,1
311,hex_key,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.481319678638096,0.0826719773609729,22.3731051041572,1.2861806986177835,0.0,0.0,0.7701245949778076,0.8802363228169681,0.0122023899192502,0,0,0,0,0
312,hex_key,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.39724169024194,0.0707334961236613,21.09703911767532,1.027987893091001,0.0,0.0,0.8965052325086178,0.9095648263456482,0.0142395192919203,0,1,1,1,1
313,hex_key,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.20842455811797,0.0021914886142326,18.48683341960505,0.0281139420295147,0.0,0.0,1.0000000000000002,0.9437714584266308,9.702940737423836e-05,1,1,2,2,0
314,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.396042382716907,0.0040601272775183,21.054374288354484,0.0592518017579588,0.0,0.0,0.9957326230151916,0.9111173537523016,0.0014418924902479,2,2,2,2,0
315,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.395103048144377,0.0833323630991721,21.07482479524739,1.171219030926464,0.0,0.0,0.9092440729423916,0.8960069193617581,0.0142401318900682,2,2,2,2,1
316,decimal_to_binary,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.54601000932257,0.0002677854168306,23.360674647167137,0.0043365200701265,0.0,0.0,0.9668745718649132,0.8588323603002503,0.0005170975813177,0,0,0,0,0
317,decimal_to_binary,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.468823978103302,0.0240535767916456,22.14679475793272,0.373433423672581,0.0,0.0,0.9774907555381795,0.9318914034054824,0.0027610591244299,0,1,1,1,1
318,decimal_to_binary,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.523359678831368,0.0009720119900205,22.99678066366873,0.0154918874870137,0.0,0.0,0.9793839078594324,0.8604651162790697,0.0,1,1,2,2,0
319,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.278436361114167,0.0016752569040091,19.40608690790683,0.0225289897807959,0.0,0.0,0.9977761424924952,0.9251101321585904,0.0,2,2,2,2,0
320,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.478510135252697,0.0,22.29286502779911,0.0,0.0,0.0,1.0000000000000002,0.8910891089108912,1.1102230246251563e-16,2,2,2,2,1
321,is_happy,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.55254657418501,0.016780798854975,23.46833558383338,0.2706843035095914,0.0,0.0,0.9867085745442444,0.8301973078782774,0.0010056545995983,0,0,0,0,0
322,is_happy,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.393138213388251,0.0043298060266359,21.01204567313265,0.0632031681940304,0.0,0.0,0.9949012427753228,0.8894514767932489,0.0016877637130801,0,1,1,1,1
323,is_happy,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.374723217896511,0.0,20.745452462310062,0.0,0.0,0.0,1.0000000000000004,0.8285714285714286,0.0,1,1,2,2,0
324,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.350882753746932,0.0262766760638699,20.40882819560864,0.3702989502689096,0.0,0.0,0.9266760346539098,0.8826943707300547,0.0040384563542017,2,2,2,2,0
325,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.473319563098636,0.0103775852776366,22.21337589146477,0.1589621348878047,0.0,0.0,0.9844350271122496,0.8660813434337392,0.005828947855899,2,2,2,2,1
326,numerical_letter_grade,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.529427915740669,0.0,23.09370776611193,0.0,0.0,0.0,1.0000000000000004,0.8653061224489796,0.0,0,0,0,0,0
327,numerical_letter_grade,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.545735710004252,0.0,23.356233106627887,0.0,0.0,0.0,0.9999999999999996,0.8931623931623932,0.0,0,1,1,1,1
328,numerical_letter_grade,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.325408831789376,0.1198261324648804,20.12046834159863,1.7753671186775974,0.0,0.0,0.8046655081852025,0.8959325396825397,0.0140873015873016,1,1,2,2,0
329,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.525595139030509,0.0043158607116767,23.03253985247471,0.0690567584630484,0.0,0.0,0.9641444992217336,0.9505801475657116,0.000438450560711,2,2,2,2,0
330,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.621163829740213,0.0121578101227395,24.61071798184817,0.2060880821582685,0.0,0.0,0.993332989509118,0.9049586776859504,0.0,2,2,2,2,1
331,prime_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.385633927809323,0.0057571256031658,20.90310604858352,0.083547815141186,0.0,0.0,0.9950258038228948,0.8757062146892656,0.0,0,0,0,0,0
332,prime_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.315798242560051,0.0,19.91520247807817,0.0,0.0,0.0,1.0,0.9098712446351932,0.0,0,1,1,1,1
333,prime_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.487906550040122,0.0045735215156241,22.438647315473183,0.0711790956725391,0.0,0.0,1.0000000000000002,0.8598726114649683,1.1102230246251563e-16,1,1,2,2,0
334,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.394543767258491,0.0205878658566902,21.03457346233508,0.3001489531193176,0.0,0.0,0.9916315942091596,0.9069396959336584,0.0035903992374394,2,2,2,2,0
335,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.378414055109809,0.0161887912606882,20.799895494729974,0.2314371673563187,0.0,0.0,0.9810181842266872,0.9167767700518792,0.0044937110439294,2,2,2,2,1
336,starts_one_ends,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.456532319777173,0.0071316485907904,21.95609995740281,0.1081722307206024,0.0,0.0,1.0000000000000002,0.939278058818486,0.0069964846094486,0,0,0,0,0
337,starts_one_ends,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.422581191587296,0.0281231665278051,21.449287738047776,0.4239255209414549,0.0,0.0,0.9150573545543162,0.9480725680320562,0.0038581569091878,0,1,1,1,1
338,starts_one_ends,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.360705009757064,0.0091241056716675,20.545262560412947,0.1299409262600097,0.0,0.0,0.9478244515550942,0.9359732466115446,0.0019521481878578,1,1,2,2,0
339,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.379783741861311,0.0043024541062084,20.818441423273544,0.0621230877852133,0.0,0.0,0.9965811820512364,0.9508047725816784,0.0001078811145524,2,2,2,2,0
340,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.445509423090867,0.0144550676036463,21.789809758984944,0.2176728494515083,0.0,0.0,0.91994884263289,0.9482005530703996,0.0049509809106388,2,2,2,2,1
341,solve_1,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.2671072825814935,0.0026698254619254,19.25431313938954,0.0356451076534814,0.0,0.0,0.9988400083572212,0.9187691450849348,0.0027966883724341,0,0,0,0,0
342,solve_1,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.214784554255277,0.0112356790753622,18.56905041660809,0.14377107346818,0.0,0.0,0.97560267358719,0.9214957456336764,0.0067845947156291,0,1,1,1,1
343,solve_1,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.177966912512056,0.0,18.100616272208548,0.0,0.0,0.0,1.0000000000000002,0.9125,0.0,1,1,2,2,0
344,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.24189153943807,0.0008991196588871,18.920677185374497,0.0117932858197637,0.0,0.0,0.997739872146467,0.945848110553993,0.000119823394535,2,2,2,2,0
345,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.33285802611596,0.0617519670620846,20.17045263972027,0.8553421344604732,0.0,0.0,0.9134463482755684,0.9251111111111112,0.0103422900250845,2,2,2,2,1
346,anti_shuffle,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.31149052881482,0.001332816734936,19.85583523833595,0.0183308691162878,0.0,0.0,0.998622310780756,0.8957175459793261,0.0008591757282856,0,0,0,0,0
347,anti_shuffle,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.410970632331425,0.0029460232892772,21.273325026293957,0.0434225571863756,0.0,0.0,0.9971719967640876,0.8983050847457628,0.0,0,1,1,1,1
348,anti_shuffle,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.446306355525776,0.0317879578531581,21.806088156528094,0.4856612313490909,0.0,0.0,0.9392843128846624,0.8847248296381611,0.0194307940376411,1,1,2,2,0
349,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.412741580488278,0.0045942977025866,21.299518090080934,0.0676668646803548,0.0,0.0,0.9966253875227772,0.9050406565276312,0.0022210510465291,2,2,2,2,0
350,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.34296555009769,0.0431810761792411,20.30282708815422,0.603348848209886,0.0,0.0,0.9610127586977284,0.9177395129277977,0.002672119555145,2,2,2,2,1
351,get_row,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.494218768012611,0.0090728762076982,22.53737045100705,0.1417105994805084,0.0,0.0,0.8672457419274228,0.9264404044929656,0.0038143447196373,0,0,0,0,0
352,get_row,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.172014612226734,0.0095061414867829,18.02648273458636,0.119316816133508,0.0,0.0,0.90322265187894,0.9405172413793104,0.0042232581772124,0,1,1,1,1
353,get_row,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.396151394899915,0.0512737117439369,21.06911710160237,0.7430845728617501,0.0,0.0,0.9646217110622248,0.9381019167835436,0.0032064381859714,1,1,2,2,0
354,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.2724006750913786,0.0,19.32505580466104,0.0,0.0,0.0,1.0,0.9437229437229436,0.0,2,2,2,2,0
355,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.197966359198383,0.0046117121740744,18.353378128518997,0.0586111719344522,0.0,0.0,0.9352147468757056,0.9508691163308596,0.0033325021567916,2,2,2,2,1
356,sort_array,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.525488177278727,0.0288754755467262,23.035379039963843,0.4665295001738039,0.0,0.0,0.933481040652443,0.9189697431866424,0.0059387694269895,0,0,0,0,0
357,sort_array,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.5256631130184415,0.0294805732159036,23.038317856456995,0.4687792204524253,0.0,0.0,0.7743845840433655,0.9349552095036164,0.0135447550840185,0,1,1,1,1
358,sort_array,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.249164499134617,0.0194372026511388,19.01803544258941,0.2588177808501939,0.0,0.0,0.9375118249163112,0.919782608695652,0.0020652173913043,1,1,2,2,0
359,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.436819075881832,0.075639317363987,21.687863471886534,1.1489781948090052,0.0,0.0,0.7406430560112082,0.9354388775587268,0.0049811656761268,2,2,2,2,0
360,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.486447863030679,0.0011583101169885,22.41586594539157,0.0179948196431327,0.0,0.0,0.9965910823625423,0.9333333333333332,0.0,2,2,2,2,1
361,encrypt,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.223610719208184,0.0167111472132162,18.683687947785067,0.2158979411667529,0.0,0.0,0.9999999999999998,0.874418604651163,1.1102230246251563e-16,0,0,0,0,0
362,encrypt,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.244553665048917,0.0012356204137311,18.95562597306253,0.0162452933926601,0.0,0.0,0.9982425701208172,0.909090909090909,1.1102230246251563e-16,0,1,1,1,1
363,encrypt,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.222365406043914,0.0181887320679958,18.66780318332213,0.2359479252249655,0.0,0.0,0.9709099474892589,0.8779331430900938,0.0008088408853054,1,1,2,2,0
364,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.239248960070592,0.0163805751738147,18.887267561306363,0.2149373893350852,0.0,0.0,0.9974004081202188,0.9033812670034976,0.0001903995136248,2,2,2,2,0
365,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.274061568387841,0.014841983872814,19.348338991720546,0.1986628729516316,0.0,0.0,0.7777819897831941,0.9070524227857004,0.0037694487011898,2,2,2,2,1
366,next_smallest,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.416801459216388,0.0084898104694699,21.359803527079627,0.1259413037061791,0.0,0.0,0.9514227740433784,0.9192136186727146,0.001979293337169,0,0,0,0,0
