prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,ppl_mean,ppl_std,comp_ratio_mean
444,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,23.73098003876844,0.5270390733030317,0.47814544753185634
445,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.59400478190493,0.5182586894510971,0.45831078362823596
446,even_odd_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,19.907849588428356,0.23028374055367265,0.41967866202509574
447,even_odd_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.424343872000456,0.09805437367275117,0.4207429931253305
448,even_odd_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.117887698689053,0.13742533264555024,0.4560320053903816
449,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.44123239924313,0.035712188898945625,0.4338501036832231
450,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.00304786315773,0.5368268484969728,0.4806589465335026
451,solve_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.087647389320686,0.493587110228745,0.4349311752092412
452,solve_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.9924946068618,0.6643748391394818,0.4294076464141893
453,solve_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.60742270624985,0.0,0.4139150943396227
454,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.113346019470377,1.0114737605221469,0.4278164037607824
455,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.4932305107598,0.39468196466785305,0.41238863709472773
456,add_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.391328425395546,0.06862601680469492,0.45139253774984966
457,add_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.77214127337697,0.0,0.42203548085901027
458,add_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.19261151041735,0.44379084433853805,0.5489213231456669
459,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.628119717789165,0.14646948936575982,0.43307498712287834
460,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.061210638728536,0.8691722070444324,0.42850022031284424
461,get_odd_collatz,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.005180124627042,0.0,0.4247422680412371
462,get_odd_collatz,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.86749215173322,0.382811582898786,0.4423899827643127
463,get_odd_collatz,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.416175069283078,0.49121380906310613,0.4429753661504889
464,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.469351812393192,0.11312088194316955,0.4016251309172432
465,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.99676531137543,1.0469227355952146,0.4501438469368848
466,valid_date,Zero-Shot,Short,Abstract,Natural Language,Imperative,26.526743563268372,0.0009493415784916693,0.46892813121022314
467,valid_date,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,22.85072471939809,0.005525282966144117,0.4371196754563894
468,valid_date,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,25.662719205290234,0.0,0.5466666666666666
469,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,24.11573491486956,0.24392296726098833,0.42981479607327194
470,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,25.234581917451045,0.3354856790440885,0.4482844604329098
471,split_words,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.8570994374323,0.11149270534831576,0.41821071752951866
472,split_words,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.661872654777994,0.9875138756123916,0.3981049069373942
473,split_words,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,17.38022366524343,0.1995881765793497,0.38480905527871817
474,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.106910144907427,0.2831618975491691,0.3594621070442604
475,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.89228533499994,0.18768319076339013,0.4020597848396396
476,is_sorted,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.09111710743455,0.5156919445848871,0.42176412007397923
477,is_sorted,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.888400865178728,1.2010545306265061,0.4280370589207266
478,is_sorted,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,17.55746686416112,0.2728798709121335,0.4391162343890148
479,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.42594375097158,0.3477921820781054,0.37251995895588114
480,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.6113854932485,0.4740256836451804,0.3972835320522743
481,intersection,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.32865552305292,0.0,0.3787195671776375
482,intersection,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.887564551567007,0.0,0.4026095060577819
483,intersection,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.721218444015033,0.2922064972565437,0.3721013675225855
484,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.16398610493817,0.0,0.3568965517241379
485,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.757846955584046,0.23297903935678546,0.3951607278669142
486,prod_signs,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.211378669200556,0.0,0.4185430463576159
487,prod_signs,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.668908384439472,0.15864383494065257,0.4158848392635567
488,prod_signs,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.458849706898697,0.14891798764791275,0.3912609238451935
489,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.950765237819247,0.7518926451034572,0.4170224271677795
490,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.70388539182261,0.15411632914751364,0.3875387388297826
491,minPath,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.919220100765518,1.0603558845715084,0.48664912552236494
492,minPath,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,22.671029575711586,0.0,0.5005370569280344
493,minPath,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.465986056428434,0.0,0.5077844311377245
494,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,23.82916934770694,0.0,0.5132450331125827
495,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,23.679890079160657,0.20830790470089047,0.5021206197789494
496,tri,Zero-Shot,Short,Abstract,Natural Language,Imperative,19.63621141385825,0.07790583824364271,0.4615501948461166
497,tri,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.686318279690354,0.0,0.4170124481327801
498,tri,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.813559198268987,0.0,0.4484760522496371
499,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.3892593909974,0.20288786314937132,0.44171234241865565
500,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.38806761664606,0.03603166047266492,0.44089922191057446
