prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
260,fruit_distribution,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named fruit_distribution is required. Its purpose is to Determine the count of a specific fruit from a basket description.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
261,pluck,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called pluck that Find the smallest even integer node in a tree represented as list.
262,pluck,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function pluck should Find the smallest even integer node in a tree represented as list. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
263,pluck,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function pluck that Find the smallest even integer node in a tree represented as list.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement pluck following the same pattern. Use type hints. Return the correct data type."
264,pluck,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called pluck that Find the smallest even integer node in a tree represented as list.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
265,pluck,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named pluck is required. Its purpose is to Find the smallest even integer node in a tree represented as list.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
266,search,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called search that Find the largest integer that appears at least that many times.
267,search,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function search should Find the largest integer that appears at least that many times. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
268,search,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function search that Find the largest integer that appears at least that many times.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement search following the same pattern. Use type hints. Return the correct data type."
269,search,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called search that Find the largest integer that appears at least that many times.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
270,search,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named search is required. Its purpose is to Find the largest integer that appears at least that many times.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
271,strange_sort_list,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called strange_sort_list that Sort a list in a strange order alternating min and max.
272,strange_sort_list,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function strange_sort_list should Sort a list in a strange order alternating min and max. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
273,strange_sort_list,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function strange_sort_list that Sort a list in a strange order alternating min and max.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement strange_sort_list following the same pattern. Use type hints. Return the correct data type."
274,strange_sort_list,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called strange_sort_list that Sort a list in a strange order alternating min and max.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
275,strange_sort_list,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named strange_sort_list is required. Its purpose is to Sort a list in a strange order alternating min and max.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
276,triangle_area_2,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called triangle_area_2 that Compute area of triangle given three side lengths using Heron's formula.
277,triangle_area_2,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function triangle_area_2 should Compute area of triangle given three side lengths using Heron's formula. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
278,triangle_area_2,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function triangle_area_2 that Compute area of triangle given three side lengths using Heron's formula.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement triangle_area_2 following the same pattern. Use type hints. Return the correct data type."
279,triangle_area_2,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called triangle_area_2 that Compute area of triangle given three side lengths using Heron's formula.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
280,triangle_area_2,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named triangle_area_2 is required. Its purpose is to Compute area of triangle given three side lengths using Heron's formula.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
281,will_it_fly,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called will_it_fly that Check if an object with a given weight can fly given constraints.
282,will_it_fly,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function will_it_fly should Check if an object with a given weight can fly given constraints. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
283,will_it_fly,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function will_it_fly that Check if an object with a given weight can fly given constraints.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement will_it_fly following the same pattern. Use type hints. Return the correct data type."
284,will_it_fly,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called will_it_fly that Check if an object with a given weight can fly given constraints.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
285,will_it_fly,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named will_it_fly is required. Its purpose is to Check if an object with a given weight can fly given constraints.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
286,smallest_change,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called smallest_change that Find the minimum number of element changes to make a list a palindrome.
287,smallest_change,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function smallest_change should Find the minimum number of element changes to make a list a palindrome. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
288,smallest_change,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function smallest_change that Find the minimum number of element changes to make a list a palindrome.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement smallest_change following the same pattern. Use type hints. Return the correct data type."
289,smallest_change,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called smallest_change that Find the minimum number of element changes to make a list a palindrome.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
290,smallest_change,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named smallest_change is required. Its purpose is to Find the minimum number of element changes to make a list a palindrome.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
291,total_match,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called total_match that Return the list with smaller total character count.
292,total_match,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function total_match should Return the list with smaller total character count. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
293,total_match,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function total_match that Return the list with smaller total character count.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement total_match following the same pattern. Use type hints. Return the correct data type."
294,total_match,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called total_match that Return the list with smaller total character count.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
295,total_match,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named total_match is required. Its purpose is to Return the list with smaller total character count.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
296,is_multiply_prime,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called is_multiply_prime that Check if an integer is the product of exactly three prime numbers.
297,is_multiply_prime,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function is_multiply_prime should Check if an integer is the product of exactly three prime numbers. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
298,is_multiply_prime,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function is_multiply_prime that Check if an integer is the product of exactly three prime numbers.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement is_multiply_prime following the same pattern. Use type hints. Return the correct data type."
299,is_multiply_prime,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called is_multiply_prime that Check if an integer is the product of exactly three prime numbers.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
300,is_multiply_prime,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named is_multiply_prime is required. Its purpose is to Check if an integer is the product of exactly three prime numbers.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
301,is_simple_power,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called is_simple_power that Check if a number is a simple power of an integer.
302,is_simple_power,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function is_simple_power should Check if a number is a simple power of an integer. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
303,is_simple_power,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function is_simple_power that Check if a number is a simple power of an integer.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement is_simple_power following the same pattern. Use type hints. Return the correct data type."
304,is_simple_power,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called is_simple_power that Check if a number is a simple power of an integer.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
305,is_simple_power,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named is_simple_power is required. Its purpose is to Check if a number is a simple power of an integer.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
306,iscube,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called iscube that Check if an integer is a perfect cube.
307,iscube,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function iscube should Check if an integer is a perfect cube. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
308,iscube,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function iscube that Check if an integer is a perfect cube.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement iscube following the same pattern. Use type hints. Return the correct data type."
309,iscube,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called iscube that Check if an integer is a perfect cube.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
310,iscube,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named iscube is required. Its purpose is to Check if an integer is a perfect cube.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
311,hex_key,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called hex_key that Count prime digits in a hexadecimal number string.
312,hex_key,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function hex_key should Count prime digits in a hexadecimal number string. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
313,hex_key,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function hex_key that Count prime digits in a hexadecimal number string.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement hex_key following the same pattern. Use type hints. Return the correct data type."
314,hex_key,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called hex_key that Count prime digits in a hexadecimal number string.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
315,hex_key,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named hex_key is required. Its purpose is to Count prime digits in a hexadecimal number string.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
316,decimal_to_binary,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called decimal_to_binary that Convert a decimal integer to a binary string with specific format.
317,decimal_to_binary,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function decimal_to_binary should Convert a decimal integer to a binary string with specific format. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
318,decimal_to_binary,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function decimal_to_binary that Convert a decimal integer to a binary string with specific format.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement decimal_to_binary following the same pattern. Use type hints. Return the correct data type."
319,decimal_to_binary,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called decimal_to_binary that Convert a decimal integer to a binary string with specific format.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
320,decimal_to_binary,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named decimal_to_binary is required. Its purpose is to Convert a decimal integer to a binary string with specific format.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
321,is_happy,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called is_happy that Check if a string is 'happy' — every three consecutive characters are distinct.
322,is_happy,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function is_happy should Check if a string is 'happy' — every three consecutive characters are distinct. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
323,is_happy,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function is_happy that Check if a string is 'happy' — every three consecutive characters are distinct.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement is_happy following the same pattern. Use type hints. Return the correct data type."
324,is_happy,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called is_happy that Check if a string is 'happy' — every three consecutive characters are distinct.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
325,is_happy,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named is_happy is required. Its purpose is to Check if a string is 'happy' — every three consecutive characters are distinct.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
326,numerical_letter_grade,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called numerical_letter_grade that Convert a list of GPA values to letter grades.
327,numerical_letter_grade,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function numerical_letter_grade should Convert a list of GPA values to letter grades. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
328,numerical_letter_grade,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function numerical_letter_grade that Convert a list of GPA values to letter grades.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement numerical_letter_grade following the same pattern. Use type hints. Return the correct data type."
329,numerical_letter_grade,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called numerical_letter_grade that Convert a list of GPA values to letter grades.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
330,numerical_letter_grade,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named numerical_letter_grade is required. Its purpose is to Convert a list of GPA values to letter grades.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
331,prime_length,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called prime_length that Check if the length of a string is a prime number.
332,prime_length,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function prime_length should Check if the length of a string is a prime number. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
333,prime_length,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function prime_length that Check if the length of a string is a prime number.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement prime_length following the same pattern. Use type hints. Return the correct data type."
334,prime_length,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called prime_length that Check if the length of a string is a prime number.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
335,prime_length,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named prime_length is required. Its purpose is to Check if the length of a string is a prime number.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
336,starts_one_ends,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called starts_one_ends that Count n-digit positive integers starting or ending with 1.
337,starts_one_ends,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function starts_one_ends should Count n-digit positive integers starting or ending with 1. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
338,starts_one_ends,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function starts_one_ends that Count n-digit positive integers starting or ending with 1.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement starts_one_ends following the same pattern. Use type hints. Return the correct data type."
339,starts_one_ends,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called starts_one_ends that Count n-digit positive integers starting or ending with 1.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
340,starts_one_ends,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named starts_one_ends is required. Its purpose is to Count n-digit positive integers starting or ending with 1.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
341,solve_1,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called solve_1 that Compute the sum of digits of n^2 if n is positive, else sum of squared digits."
342,solve_1,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function solve_1 should Compute the sum of digits of n^2 if n is positive, else sum of squared digits. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
343,solve_1,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function solve_1 that Compute the sum of digits of n^2 if n is positive, else sum of squared digits.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement solve_1 following the same pattern. Use type hints. Return the correct data type."
344,solve_1,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called solve_1 that Compute the sum of digits of n^2 if n is positive, else sum of squared digits.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
345,solve_1,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named solve_1 is required. Its purpose is to Compute the sum of digits of n^2 if n is positive, else sum of squared digits.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
346,anti_shuffle,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called anti_shuffle that Shuffle each word's characters alphabetically in a sentence.
347,anti_shuffle,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function anti_shuffle should Shuffle each word's characters alphabetically in a sentence. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
348,anti_shuffle,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function anti_shuffle that Shuffle each word's characters alphabetically in a sentence.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement anti_shuffle following the same pattern. Use type hints. Return the correct data type."
349,anti_shuffle,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called anti_shuffle that Shuffle each word's characters alphabetically in a sentence.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
350,anti_shuffle,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named anti_shuffle is required. Its purpose is to Shuffle each word's characters alphabetically in a sentence.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
351,get_row,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called get_row that Find coordinates of a value in a nested list.
352,get_row,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function get_row should Find coordinates of a value in a nested list. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
353,get_row,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function get_row that Find coordinates of a value in a nested list.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement get_row following the same pattern. Use type hints. Return the correct data type."
